"S18","W02","S18.1","W03","W02.1","W03.1","S18.2","W02.2","W03.2","day"
-0.000990025131302393,-0.00127214571886299,-0.000262221732770748,-0.000405940643000073,0.000264040412615156,0.000761126252066046,0.000748536425901475,0.000639183135589904,0.000861367520499095,0
