"S18","W02","S18.1","W03","W02.1","W03.1","S18.2","W02.2","W03.2","hour","temp"
-0.000990025131302393,-0.00127214571886299,-0.000262221732770748,-0.000405940643000073,0.000264040412615156,0.000761126252066046,0.000748536425901475,0.000639183135589904,0.000861367520499095,0,"10C"
0.0277445806355741,0.022226787871323,0.0212816049157596,0.0248676499809715,0.0320749250237423,0.0325997773543938,0.0251745927039891,0.0207777672774886,0.0209875802612229,11.5,"10C"
0.0540491372755127,0.0439474591589596,0.0490252555837476,0.055578688850657,0.0720485557406796,0.0758883308415449,0.049558233237805,0.0399809249808766,0.0424228272521988,24,"10C"
0.177509259259259,0.0719907407407407,0.123111111111111,0.153888888888889,0.0454631180973896,0.18703688190261,0.127094202898551,0.0629855072463768,0.101420289855072,35.5,"10C"
0.265227272727273,0.108772727272727,0.186666666666667,0.233333333333333,0.0419611885040161,0.172038811495984,0.162840579710145,0.081305152979066,0.130854267310789,45,"10C"
