,,,,,,,,,,,,,
Procedure Details,,,,,,,,,,,,,
,,,,,,,,,,,,,
Plate Type,96 WELL PLATE,,,,,,,,,,,,
Read,Absorbance Endpoint,,,,,,,,,,,,
,Full Plate,,,,,,,,,,,,
,Wavelengths:  600,,,,,,,,,,,,
,Read Speed: Normal,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Actual Temperature:,25.9,,,,,,,,,,,,
,,,,,,,,,,,,,
Results,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,
A,0.076,0.075,0.075,0.075,0.074,0.074,0.073,0.075,0.075,0.074,0.075,0.074,600
B,0.076,0.077,0.075,0.345,0.123,0.369,0.236,0.347,0.221,0.35,0.232,0.074,600
C,0.076,0.075,0.075,0.368,0.124,0.379,0.255,0.363,0.222,0.359,0.235,0.076,600
D,0.076,0.076,0.074,0.363,0.124,0.358,0.239,0.349,0.218,0.362,0.217,0.074,600
E,0.076,0.077,0.075,0.363,0.127,0.378,0.239,0.342,0.228,0.357,0.222,0.075,600
F,0.078,0.075,0.075,0.357,0.122,0.368,0.24,0.347,0.215,0.353,0.217,0.074,600
G,0.075,0.076,0.074,0.347,0.123,0.37,0.252,0.352,0.212,0.371,0.237,0.074,600
H,0.075,0.075,0.073,0.077,0.081,0.076,0.077,0.08,0.073,0.082,0.085,0.074,600
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Software Version,2.00.18,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Plate Number,Plate 3,,,,,,,,,,,,
Date,20/08/2022,,,,,,,,,,,,
Time,21:17:51,,,,,,,,,,,,
Reader Type:,Synergy,,,,,,,,,,,,
Reader Serial Number:,232563,,,,,,,,,,,,
Reading Type,Reader,,,,,,,,,,,,
,,,,,,,,,,,,,
Procedure Details,,,,,,,,,,,,,
,,,,,,,,,,,,,
Plate Type,96 WELL PLATE,,,,,,,,,,,,
Read,Absorbance Endpoint,,,,,,,,,,,,
,Full Plate,,,,,,,,,,,,
,Wavelengths:  600,,,,,,,,,,,,
,Read Speed: Normal,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Actual Temperature:,25.9,,,,,,,,,,,,
,,,,,,,,,,,,,
Results,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,
A,0.077,0.076,0.077,0.086,0.083,0.087,0.081,0.081,0.078,0.074,0.072,0.076,600
B,0.078,0.076,0.076,0.331,0.127,0.331,0.256,0.342,0.254,0.382,0.205,0.073,600
C,0.078,0.077,0.077,0.318,0.126,0.334,0.267,0.329,0.272,0.368,0.206,0.075,600
D,0.078,0.076,0.076,0.336,0.129,0.329,0.28,0.335,0.256,0.38,0.216,0.076,600
E,0.087,0.088,0.078,0.321,0.131,0.331,0.305,0.34,0.286,0.395,0.215,0.077,600
F,0.078,0.075,0.077,0.341,0.125,0.345,0.356,0.353,0.282,0.395,0.219,0.077,600
G,0.074,0.075,0.083,0.313,0.123,0.331,0.265,0.33,0.263,0.353,0.209,0.084,600
H,0.073,0.075,0.074,0.075,0.077,0.081,0.082,0.079,0.074,0.075,0.073,0.074,600
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Software Version,2.00.18,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Plate Number,Plate 4,,,,,,,,,,,,
Date,20/08/2022,,,,,,,,,,,,
Time,21:47:51,,,,,,,,,,,,
Reader Type:,Synergy,,,,,,,,,,,,
Reader Serial Number:,232563,,,,,,,,,,,,
Reading Type,Reader,,,,,,,,,,,,
,,,,,,,,,,,,,
Procedure Details,,,,,,,,,,,,,
,,,,,,,,,,,,,
Plate Type,96 WELL PLATE,,,,,,,,,,,,
Read,Absorbance Endpoint,,,,,,,,,,,,
,Full Plate,,,,,,,,,,,,
,Wavelengths:  600,,,,,,,,,,,,
,Read Speed: Normal,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Actual Temperature:,25.8,,,,,,,,,,,,
,,,,,,,,,,,,,
Results,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,
A,0.074,0.07,0.075,0.075,0.075,0.075,0.074,0.076,0.076,0.075,0.075,0.074,600
B,0.075,0.076,0.074,0.186,0.125,0.19,0.185,0.188,0.199,0.181,0.176,0.075,600
C,0.075,0.076,0.075,0.183,0.125,0.191,0.184,0.184,0.205,0.194,0.183,0.076,600
D,0.076,0.076,0.075,0.189,0.129,0.191,0.184,0.188,0.213,0.181,0.185,0.075,600
E,0.077,0.078,0.076,0.188,0.129,0.192,0.184,0.177,0.2,0.177,0.152,0.078,600
F,0.076,0.076,0.075,0.199,0.123,0.182,0.184,0.184,0.214,0.189,0.18,0.073,600
G,0.076,0.076,0.074,0.185,0.125,0.178,0.179,0.175,0.206,0.179,0.166,0.074,600
H,0.077,0.074,0.074,0.074,0.076,0.076,0.075,0.075,0.074,0.074,0.078,0.073,600
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Software Version,2.00.18,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Plate Number,Plate 5,,,,,,,,,,,,
Date,20/08/2022,,,,,,,,,,,,
Time,22:06:32,,,,,,,,,,,,
Reader Type:,Synergy,,,,,,,,,,,,
Reader Serial Number:,232563,,,,,,,,,,,,
Reading Type,Reader,,,,,,,,,,,,
,,,,,,,,,,,,,
Procedure Details,,,,,,,,,,,,,
,,,,,,,,,,,,,
Plate Type,96 WELL PLATE,,,,,,,,,,,,
Read,Absorbance Endpoint,,,,,,,,,,,,
,Full Plate,,,,,,,,,,,,
,Wavelengths:  600,,,,,,,,,,,,
,Read Speed: Normal,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Actual Temperature:,25.6,,,,,,,,,,,,
,,,,,,,,,,,,,
Results,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,
A,0.076,0.075,0.076,0.075,0.078,0.074,0.074,0.075,0.074,0.073,0.073,0.073,600
B,0.075,0.076,0.075,0.352,0.125,0.371,0.276,0.354,0.245,0.369,0.235,0.073,600
C,0.075,0.075,0.075,0.351,0.129,0.361,0.262,0.332,0.252,0.353,0.229,0.075,600
D,0.075,0.075,0.074,0.353,0.127,0.355,0.276,0.349,0.258,0.353,0.234,0.073,600
E,0.075,0.076,0.075,0.365,0.128,0.364,0.288,0.354,0.257,0.37,0.239,0.075,600
F,0.075,0.075,0.075,0.357,0.124,0.37,0.295,0.34,0.253,0.355,0.234,0.073,600
G,0.073,0.075,0.074,0.359,0.125,0.362,0.299,0.349,0.255,0.37,0.234,0.074,600
H,0.073,0.074,0.074,0.074,0.075,0.075,0.075,0.074,0.073,0.074,0.072,0.073,600
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Software Version,2.00.18,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Plate Number,Plate 6,,,,,,,,,,,,
Date,21/08/2022,,,,,,,,,,,,
Time,19:31:28,,,,,,,,,,,,
Reader Type:,Synergy,,,,,,,,,,,,
Reader Serial Number:,232563,,,,,,,,,,,,
Reading Type,Reader,,,,,,,,,,,,
,,,,,,,,,,,,,
Procedure Details,,,,,,,,,,,,,
,,,,,,,,,,,,,
Plate Type,96 WELL PLATE,,,,,,,,,,,,
Read,Absorbance Endpoint,,,,,,,,,,,,
,Full Plate,,,,,,,,,,,,
,Wavelengths:  600,,,,,,,,,,,,
,Read Speed: Normal,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Actual Temperature:,24,,,,,,,,,,,,
,,,,,,,,,,,,,
Results,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,
A,0.081,0.079,0.08,0.081,0.081,0.081,0.079,0.081,0.08,0.08,0.081,0.084,600
B,0.079,0.081,0.079,0.434,0.125,0.515,0.313,0.467,0.375,0.458,0.304,0.079,600
C,0.08,0.08,0.081,0.413,,0.478,0.386,0.455,0.365,0.466,0.273,0.08,600
D,0.079,0.079,0.079,0.411,0.121,0.471,0.324,0.479,0.353,0.481,0.305,0.135,600
E,0.079,0.082,0.079,0.406,0.121,0.428,0.31,0.466,0.374,0.474,0.294,0.085,600
F,0.08,0.079,0.079,0.384,0.122,0.44,0.281,0.419,0.353,0.463,0.331,0.078,600
G,0.079,0.079,0.078,0.412,0.116,0.445,0.315,0.458,0.39,0.478,0.35,0.079,600
H,0.08,0.078,0.078,0.078,0.08,0.079,0.079,0.08,0.077,0.077,0.077,0.078,600
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Software Version,2.00.18,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Plate Number,Plate 7,,,,,,,,,,,,
Date,21/08/2022,,,,,,,,,,,,
Time,19:29:22,,,,,,,,,,,,
Reader Type:,Synergy,,,,,,,,,,,,
Reader Serial Number:,232563,,,,,,,,,,,,
Reading Type,Reader,,,,,,,,,,,,
,,,,,,,,,,,,,
Procedure Details,,,,,,,,,,,,,
,,,,,,,,,,,,,
Plate Type,96 WELL PLATE,,,,,,,,,,,,
Read,Absorbance Endpoint,,,,,,,,,,,,
,Full Plate,,,,,,,,,,,,
,Wavelengths:  600,,,,,,,,,,,,
,Read Speed: Normal,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Actual Temperature:,24,,,,,,,,,,,,
,,,,,,,,,,,,,
Results,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,
A,0.142,0.155,0.083,0.081,0.08,0.081,0.081,0.08,0.08,0.079,0.078,0.081,600
B,0.172,0.085,0.077,0.422,0.125,0.451,0.282,0.398,0.292,0.426,0.278,0.078,600
C,0.079,0.148,0.078,0.431,0.126,0.456,0.301,0.419,0.27,0.443,0.278,0.081,600
D,0.106,0.161,0.077,0.417,0.124,0.415,0.282,0.409,0.289,0.443,0.258,0.077,600
E,0.079,0.081,0.079,0.413,0.129,0.458,0.287,0.414,0.303,0.429,0.276,0.081,600
F,0.153,0.089,0.091,0.416,0.124,0.451,0.29,0.414,0.29,0.465,0.277,0.078,600
G,0.08,0.081,0.078,0.405,0.125,0.429,0.315,0.422,0.284,0.466,0.312,0.08,600
H,0.186,0.078,0.077,0.08,0.084,0.078,0.079,0.083,0.078,0.087,0.085,0.079,600
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Software Version,2.00.18,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Plate Number,Plate 8,,,,,,,,,,,,
Date,21/08/2022,,,,,,,,,,,,
Time,19:34:31,,,,,,,,,,,,
Reader Type:,Synergy,,,,,,,,,,,,
Reader Serial Number:,232563,,,,,,,,,,,,
Reading Type,Reader,,,,,,,,,,,,
,,,,,,,,,,,,,
Procedure Details,,,,,,,,,,,,,
,,,,,,,,,,,,,
Plate Type,96 WELL PLATE,,,,,,,,,,,,
Read,Absorbance Endpoint,,,,,,,,,,,,
,Full Plate,,,,,,,,,,,,
,Wavelengths:  600,,,,,,,,,,,,
,Read Speed: Normal,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Actual Temperature:,23.9,,,,,,,,,,,,
,,,,,,,,,,,,,
Results,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,
A,0.08,0.077,0.079,0.086,0.079,0.081,0.077,0.079,0.074,0.074,0.075,0.077,600
B,0.081,0.08,0.077,0.349,0.124,0.354,0.273,0.361,0.345,0.414,0.215,0.074,600
C,0.082,0.08,0.08,0.343,,0.366,0.287,0.365,0.365,0.398,0.226,0.079,600
D,0.079,0.079,0.078,0.363,0.127,0.367,0.307,0.384,0.347,0.428,0.241,0.078,600
E,0.089,0.092,0.081,0.351,0.131,0.365,0.327,0.397,0.38,0.443,0.241,0.08,600
F,0.08,0.079,0.08,0.37,0.125,0.38,0.391,0.402,0.376,0.457,0.254,0.08,600
G,0.078,0.078,0.088,0.347,0.125,0.368,0.292,0.361,0.385,0.418,0.241,0.08,600
H,0.075,0.078,0.078,0.081,0.081,0.079,0.08,0.08,0.078,0.079,0.078,0.078,600
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Software Version,2.00.18,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Plate Number,Plate 9,,,,,,,,,,,,
Date,21/08/2022,,,,,,,,,,,,
Time,19:36:27,,,,,,,,,,,,
Reader Type:,Synergy,,,,,,,,,,,,
Reader Serial Number:,232563,,,,,,,,,,,,
Reading Type,Reader,,,,,,,,,,,,
,,,,,,,,,,,,,
Procedure Details,,,,,,,,,,,,,
,,,,,,,,,,,,,
Plate Type,96 WELL PLATE,,,,,,,,,,,,
Read,Absorbance Endpoint,,,,,,,,,,,,
,Full Plate,,,,,,,,,,,,
,Wavelengths:  600,,,,,,,,,,,,
,Read Speed: Normal,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Actual Temperature:,24,,,,,,,,,,,,
,,,,,,,,,,,,,
Results,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,
A,0.074,0.071,0.077,0.078,0.077,0.082,0.08,0.082,0.082,0.08,0.078,0.077,600
B,0.079,0.081,0.078,0.197,0.127,0.2,0.196,0.196,0.217,0.197,0.189,0.078,600
C,0.08,0.082,0.082,0.2,0.127,0.199,0.193,0.192,0.221,0.203,0.195,0.082,600
D,0.081,0.082,0.081,0.202,0.13,0.202,0.196,0.2,0.235,0.197,0.198,0.08,600
E,0.084,0.086,0.084,0.207,0.132,0.213,0.201,0.193,0.222,0.196,0.164,0.085,600
F,0.083,0.084,0.082,0.218,0.125,0.204,0.204,0.209,0.243,0.214,0.208,0.078,600
G,0.087,0.088,0.084,0.214,0.128,0.211,0.22,0.208,0.246,0.207,0.181,0.078,600
H,0.084,0.081,0.079,0.079,0.08,0.08,0.081,0.08,0.078,0.078,0.078,0.078,600
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Software Version,2.00.18,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Plate Number,Plate 10,,,,,,,,,,,,
Date,21/08/2022,,,,,,,,,,,,
Time,19:41:05,,,,,,,,,,,,
Reader Type:,Synergy,,,,,,,,,,,,
Reader Serial Number:,232563,,,,,,,,,,,,
Reading Type,Reader,,,,,,,,,,,,
,,,,,,,,,,,,,
Procedure Details,,,,,,,,,,,,,
,,,,,,,,,,,,,
Plate Type,96 WELL PLATE,,,,,,,,,,,,
Read,Absorbance Endpoint,,,,,,,,,,,,
,Full Plate,,,,,,,,,,,,
,Wavelengths:  600,,,,,,,,,,,,
,Read Speed: Normal,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Actual Temperature:,23.9,,,,,,,,,,,,
,,,,,,,,,,,,,
Results,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,
A,0.08,0.079,0.08,0.08,0.079,0.079,0.079,0.08,0.077,0.076,0.076,0.079,600
B,0.079,0.08,0.08,0.462,0.131,0.485,0.356,0.466,0.375,0.512,0.334,0.076,600
C,0.099,0.08,0.081,0.438,0.13,0.499,0.332,0.451,0.374,0.469,0.328,0.078,600
D,0.079,0.079,0.078,0.43,0.13,0.444,0.345,0.431,0.395,0.451,0.311,0.076,600
E,0.08,0.082,0.079,0.453,0.133,0.454,0.364,0.455,0.394,0.494,0.338,0.079,600
F,0.088,0.079,0.079,0.435,0.126,0.415,0.414,0.446,0.395,0.475,0.337,0.077,600
G,0.068,0.079,0.078,0.436,0.127,0.42,0.424,0.472,0.381,0.509,0.344,0.078,600
H,0.077,0.084,0.078,0.079,0.08,0.079,0.079,0.079,0.078,0.077,0.077,0.077,600
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Software Version,2.00.18,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Plate Number,Plate 11,,,,,,,,,,,,
Date,22/08/2022,,,,,,,,,,,,
Time,19:44:54,,,,,,,,,,,,
Reader Type:,Synergy,,,,,,,,,,,,
Reader Serial Number:,232563,,,,,,,,,,,,
Reading Type,Reader,,,,,,,,,,,,
,,,,,,,,,,,,,
Procedure Details,,,,,,,,,,,,,
,,,,,,,,,,,,,
Plate Type,96 WELL PLATE,,,,,,,,,,,,
Read,Absorbance Endpoint,,,,,,,,,,,,
,Full Plate,,,,,,,,,,,,
,Wavelengths:  600,,,,,,,,,,,,
,Read Speed: Normal,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Actual Temperature:,24.3,,,,,,,,,,,,
,,,,,,,,,,,,,
Results,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,
A,0.087,0.085,0.084,0.083,0.085,0.084,0.081,0.08,0.077,0.076,0.08,0.082,600
B,0.084,0.084,0.081,0.422,0.13,0.55,0.318,0.497,0.435,0.486,0.328,0.084,600
C,0.082,0.083,0.081,0.418,,0.562,0.385,0.48,0.418,0.519,0.292,0.085,600
D,0.081,0.073,0.081,0.413,0.124,0.478,0.324,0.494,0.392,0.517,0.323,0.082,600
E,0.083,0.084,0.081,0.411,0.126,0.465,0.316,0.489,0.438,0.509,0.32,0.089,600
F,0.086,0.082,0.082,0.399,0.125,0.493,0.296,0.452,0.395,0.488,0.364,0.085,600
G,0.084,0.082,0.082,0.419,0.117,0.477,0.325,0.477,0.433,0.512,0.377,0.084,600
H,0.086,0.082,0.083,0.082,0.083,0.083,0.087,0.083,0.081,0.083,0.081,0.083,600
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Software Version,2.00.18,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Plate Number,Plate 12,,,,,,,,,,,,
Date,22/08/2022,,,,,,,,,,,,
Time,19:46:24,,,,,,,,,,,,
Reader Type:,Synergy,,,,,,,,,,,,
Reader Serial Number:,232563,,,,,,,,,,,,
Reading Type,Reader,,,,,,,,,,,,
,,,,,,,,,,,,,
Procedure Details,,,,,,,,,,,,,
,,,,,,,,,,,,,
Plate Type,96 WELL PLATE,,,,,,,,,,,,
Read,Absorbance Endpoint,,,,,,,,,,,,
,Full Plate,,,,,,,,,,,,
,Wavelengths:  600,,,,,,,,,,,,
,Read Speed: Normal,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Actual Temperature:,24.3,,,,,,,,,,,,
,,,,,,,,,,,,,
Results,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,
A,0.079,0.082,0.082,0.081,0.084,0.084,0.084,0.083,0.082,0.084,0.084,0.086,600
B,0.081,0.083,0.08,0.456,0.127,0.511,0.295,0.435,0.377,0.486,0.341,0.083,600
C,0.083,0.081,0.081,0.444,0.127,0.486,0.312,0.465,0.361,0.499,0.334,0.084,600
D,0.082,0.081,0.08,0.418,0.127,0.442,0.295,0.44,0.359,0.504,0.323,0.081,600
E,0.082,0.083,0.081,0.426,0.131,0.504,0.295,0.47,0.378,0.491,0.342,0.084,600
F,0.084,0.08,0.08,0.435,0.126,0.517,0.305,0.463,0.383,0.546,0.35,0.081,600
G,0.084,0.08,0.081,0.443,0.128,0.459,0.334,0.473,0.354,0.543,0.391,0.084,600
H,0.086,0.08,0.081,0.082,0.084,0.081,0.083,0.086,0.082,0.091,0.09,0.084,600
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Software Version,2.00.18,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Plate Number,Plate 13,,,,,,,,,,,,
Date,22/08/2022,,,,,,,,,,,,
Time,19:48:24,,,,,,,,,,,,
Reader Type:,Synergy,,,,,,,,,,,,
Reader Serial Number:,232563,,,,,,,,,,,,
Reading Type,Reader,,,,,,,,,,,,
,,,,,,,,,,,,,
Procedure Details,,,,,,,,,,,,,
,,,,,,,,,,,,,
Plate Type,96 WELL PLATE,,,,,,,,,,,,
Read,Absorbance Endpoint,,,,,,,,,,,,
,Full Plate,,,,,,,,,,,,
,Wavelengths:  600,,,,,,,,,,,,
,Read Speed: Normal,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Actual Temperature:,24.3,,,,,,,,,,,,
,,,,,,,,,,,,,
Results,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,
A,0.082,0.078,0.082,0.088,0.082,0.083,0.079,0.082,0.076,0.075,0.074,0.077,600
B,0.083,0.081,0.079,0.34,0.125,0.343,0.27,0.341,0.326,0.41,0.208,0.075,600
C,0.084,0.081,0.083,0.333,,0.351,0.283,0.348,0.354,0.396,0.216,0.079,600
D,0.081,0.081,0.081,0.352,0.127,0.341,0.299,0.346,0.339,0.407,0.224,0.079,600
E,0.095,0.095,0.084,0.338,0.132,0.347,0.316,0.366,0.362,0.429,0.228,0.083,600
F,0.084,0.081,0.083,0.361,0.125,0.366,0.365,0.381,0.39,0.435,0.238,0.082,600
G,0.078,0.08,0.094,0.357,0.126,0.375,0.292,0.336,0.389,0.428,0.229,0.081,600
H,0.075,0.079,0.077,0.08,0.08,0.082,0.083,0.08,0.077,0.077,0.083,0.078,600
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Software Version,2.00.18,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Plate Number,Plate 14,,,,,,,,,,,,
Date,22/08/2022,,,,,,,,,,,,
Time,20:02:15,,,,,,,,,,,,
Reader Type:,Synergy,,,,,,,,,,,,
Reader Serial Number:,232563,,,,,,,,,,,,
Reading Type,Reader,,,,,,,,,,,,
,,,,,,,,,,,,,
Procedure Details,,,,,,,,,,,,,
,,,,,,,,,,,,,
Plate Type,96 WELL PLATE,,,,,,,,,,,,
Read,Absorbance Endpoint,,,,,,,,,,,,
,Full Plate,,,,,,,,,,,,
,Wavelengths:  600,,,,,,,,,,,,
,Read Speed: Normal,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Actual Temperature:,24.5,,,,,,,,,,,,
,,,,,,,,,,,,,
Results,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,
A,0.087,0.087,0.093,0.096,0.099,0.104,0.099,0.098,0.099,0.091,0.093,0.082,600
B,0.103,0.109,0.103,0.223,0.136,0.241,0.216,0.234,0.239,0.229,0.211,0.094,600
C,0.075,0.079,0.12,0.221,0.135,0.232,0.214,0.226,0.243,0.229,0.226,0.107,600
D,0.078,0.081,0.129,0.252,0.136,0.235,0.218,0.235,0.262,0.21,0.218,0.11,600
E,0.08,0.127,0.137,0.234,0.137,0.248,0.22,0.237,0.24,0.218,0.188,0.112,600
F,0.082,0.138,0.136,0.271,,0.252,0.252,0.263,0.326,0.291,0.269,0.105,600
G,0.079,0.139,0.127,0.248,0.129,0.282,0.227,0.245,0.289,0.277,0.215,0.089,600
H,0.113,0.114,0.101,0.081,0.081,0.081,0.092,0.08,0.079,0.08,0.082,0.079,600
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Software Version,2.00.18,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Plate Number,Plate 15,,,,,,,,,,,,
Date,22/08/2022,,,,,,,,,,,,
Time,19:59:16,,,,,,,,,,,,
Reader Type:,Synergy,,,,,,,,,,,,
Reader Serial Number:,232563,,,,,,,,,,,,
Reading Type,Reader,,,,,,,,,,,,
,,,,,,,,,,,,,
Procedure Details,,,,,,,,,,,,,
,,,,,,,,,,,,,
Plate Type,96 WELL PLATE,,,,,,,,,,,,
Read,Absorbance Endpoint,,,,,,,,,,,,
,Full Plate,,,,,,,,,,,,
,Wavelengths:  600,,,,,,,,,,,,
,Read Speed: Normal,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Actual Temperature:,24.4,,,,,,,,,,,,
,,,,,,,,,,,,,
Results,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,
A,0.081,0.081,0.083,0.084,0.085,0.085,0.083,0.082,0.082,0.078,0.079,0.083,600
B,0.081,0.083,0.082,0.423,0.133,0.467,0.344,0.467,0.443,0.556,0.356,0.077,600
C,0.085,0.08,0.081,0.415,0.131,0.482,0.32,0.45,0.449,0.509,0.348,0.08,600
D,0.082,0.08,0.08,0.396,0.13,0.426,0.332,0.426,0.433,0.479,0.323,0.08,600
